time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-11T06:05:51.953Z,-3.6357,-74.7061,47.26,4.5,mb,,104,4.528,0.94,us,us6000d7db,2021-01-29T11:52:04.040Z,"157 km NW of Nauta, Peru",earthquake,8.7,6.4,0.059,84,reviewed,us,us
2021-01-11T05:09:02.344Z,-37.1253,-16.9113,10,4.8,mb,,89,3.675,1.11,us,us7000d1q7,2021-01-31T07:28:15.040Z,"southern Mid-Atlantic Ridge",earthquake,5.2,1.9,0.109,26,reviewed,us,us
2021-01-11T04:45:42.638Z,-63.1803,170.7433,10,5.3,mwb,,34,14.682,0.75,us,us6000d7d3,2021-01-21T03:55:59.471Z,"Balleny Islands region",earthquake,11.7,1.8,0.127,6,reviewed,us,us
2021-01-11T04:00:11.448Z,-12.6409,-78.1524,10,4.7,mb,,179,1.435,0.72,us,us6000d7ct,2021-01-21T03:43:20.755Z,"129 km WSW of Callao, Peru",earthquake,5.8,1.9,0.102,29,reviewed,us,us
2021-01-11T01:57:27.321Z,1.0276,119.9894,9.85,5.2,mww,,48,0.796,0.7,us,us6000d7cd,2021-01-21T03:31:45.369Z,"214 km N of Palu, Indonesia",earthquake,5.1,3.7,0.071,19,reviewed,us,us
2021-01-11T01:54:58.198Z,-37.1107,-17.3239,10,4.9,mb,,91,35.155,0.77,us,us7000d1q8,2021-01-21T03:27:49.040Z,"southern Mid-Atlantic Ridge",earthquake,13.5,1.1,0.117,23,reviewed,us,us
2021-01-11T01:38:46.798Z,-7.2598,120.6954,618.65,4.9,mb,,45,2.05,1.08,us,us6000d7c6,2021-01-21T03:17:08.040Z,"151 km N of Ruteng, Indonesia",earthquake,9.3,5.8,0.065,73,reviewed,us,us
2021-01-11T01:20:38.366Z,-7.2551,120.4352,615.73,5.6,mww,,21,2.251,1.09,us,us6000d7c5,2021-01-21T03:11:14.134Z,"149 km NNE of Labuan Bajo, Indonesia",earthquake,8.9,3.3,0.052,35,reviewed,us,us
2021-01-11T00:24:36.751Z,25.7083,124.4349,149.62,4.9,mww,,76,1.787,0.86,us,us6000d7by,2021-01-25T21:51:22.040Z,"132 km NW of Hirara, Japan",earthquake,7.3,3.5,0.083,14,reviewed,us,us
2021-01-10T22:40:18.830Z,-8.2757,116.22,34.95,4.7,mb,,46,2.055,0.89,us,us6000d7bh,2021-01-25T04:59:23.040Z,"17 km ENE of Gili Air, Indonesia",earthquake,6.3,4.9,0.129,18,reviewed,us,us
2021-01-10T22:11:08.106Z,-22.4888,-68.4786,105.08,4.8,mwr,,32,0.537,0.94,us,us6000d7ba,2021-01-25T04:44:11.040Z,"45 km E of Calama, Chile",earthquake,5.7,4.2,0.056,31,reviewed,us,us
2021-01-10T21:28:37.847Z,-55.9007,-27.1789,54.84,5,mb,,57,5.586,0.88,us,us7000d1ew,2021-01-25T03:32:14.040Z,"South Sandwich Islands region",earthquake,10.3,6.1,0.08,49,reviewed,us,us
2021-01-10T20:42:17.175Z,-24.1095,-66.7737,203.24,4.7,mwr,,84,1.729,0.74,us,us6000d7al,2021-01-10T21:00:51.040Z,"47 km WNW of San Antonio de los Cobres, Argentina",earthquake,4.4,8.8,,,reviewed,us,guc
2021-01-10T19:53:02.331Z,40.1152,33.2719,10,4.5,mb,,38,0.442,1.21,us,us6000d7ac,2021-01-18T10:20:45.035Z,"11 km W of Kalecik, Turkey",earthquake,4.4,1.9,0.191,8,reviewed,us,us
2021-01-10T15:44:48.204Z,-35.4114,-105.8649,10,5.6,mww,,76,8.772,0.66,us,us6000d78y,2021-01-19T18:00:02.920Z,"southern East Pacific Rise",earthquake,11,1.8,0.065,23,reviewed,us,us
2021-01-10T15:29:25.525Z,-25.0252,179.8068,502.08,4.6,mb,,43,4.662,0.76,us,us6000d78v,2021-01-19T17:49:52.040Z,"south of the Fiji Islands",earthquake,5.1,6.5,0.041,182,reviewed,us,us
2021-01-10T15:14:42.573Z,36.5003,70.8826,178.51,4.5,mb,,35,2.464,0.52,us,us6000d78u,2021-01-19T17:42:03.040Z,"40 km S of Jurm, Afghanistan",earthquake,8,5.8,0.06,82,reviewed,us,us
2021-01-10T11:49:42.614Z,-5.1505,153.4578,53.19,5,mb,,98,1.603,0.81,us,us6000d78b,2021-01-27T08:29:19.040Z,"159 km SE of Kokopo, Papua New Guinea",earthquake,6.7,7.3,0.083,46,reviewed,us,us
2021-01-10T10:13:35.766Z,-15.7187,-179.3551,10,4.6,mb,,103,1.841,0.44,us,us7000d1ek,2021-01-27T08:01:42.040Z,"158 km ENE of Labasa, Fiji",earthquake,9.3,1.9,0.182,9,reviewed,us,us
2021-01-10T08:15:19.303Z,-34.6771,-71.8167,41.53,4.7,mb,,70,0.344,0.68,us,us6000d77g,2021-01-10T18:29:28.607Z,"41 km W of Santa Cruz, Chile",earthquake,4.5,6.3,0.081,48,reviewed,us,us
2021-01-10T06:48:20.287Z,-16.0368,167.8548,160,6.1,mww,,24,0.858,0.74,us,us6000d764,2021-01-12T07:00:58.729Z,"47 km E of Lakatoro, Vanuatu",earthquake,4.8,1.8,0.046,45,reviewed,us,us
2021-01-10T06:38:19.421Z,37.7534,141.7386,46.68,4.5,mb,,135,3.068,0.86,us,us6000d75y,2021-01-11T01:42:19.792Z,"71 km ENE of Namie, Japan",earthquake,8.3,7.5,0.095,34,reviewed,us,us
2021-01-10T03:54:14.190Z,-24.0354,-66.6296,217,6.1,mww,,36,1.784,1.18,us,us6000d74p,2021-01-12T04:01:04.750Z,"37 km WNW of San Antonio de los Cobres, Argentina",earthquake,9,1.9,0.032,95,reviewed,us,us
2021-01-10T03:27:50.573Z,-18.5665,-69.5537,118.5,4.5,mb,,70,0.736,0.74,us,us6000d74n,2021-01-10T04:11:10.867Z,"79 km E of Arica, Chile",earthquake,6.4,6.5,0.127,18,reviewed,us,us
2021-01-10T03:23:28.668Z,23.7206,121.5521,11.42,4.7,mb,,98,0.401,1.15,us,us6000d74m,2021-01-10T14:28:16.116Z,"28 km S of Hualien City, Taiwan",earthquake,2.7,5,0.112,24,reviewed,us,us
2021-01-10T03:13:46.242Z,-24.6161,-179.9927,492.99,4.6,mb,,47,4.964,0.67,us,us6000d74k,2021-01-10T03:32:07.040Z,"south of the Fiji Islands",earthquake,11.6,9,0.047,134,reviewed,us,us
2021-01-10T02:44:36.107Z,51.8893,178.6053,93.19,4.6,mb,,119,1.607,0.78,us,us6000d74f,2021-01-22T19:51:46.900Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.6,6.6,0.043,163,reviewed,us,us
2021-01-10T02:23:57.705Z,-49.7619,116.011,10,4.6,mb,,142,16.805,0.59,us,us6000d74d,2021-01-10T02:44:50.040Z,"western Indian-Antarctic Ridge",earthquake,12.2,1.9,0.173,11,reviewed,us,us
2021-01-09T23:01:12.683Z,-10.8029,162.4962,10,5.3,mww,,39,2.852,0.81,us,us6000d73v,2021-01-19T23:25:53.040Z,"73 km ESE of Kirakira, Solomon Islands",earthquake,7.7,1.8,0.08,15,reviewed,us,us
2021-01-09T16:15:41.040Z,-24.7816,-179.6652,519.89,4.9,mb,,179,4.707,1.06,us,us6000d729,2021-01-09T16:31:14.040Z,"south of the Fiji Islands",earthquake,15,18.6,0.098,33,reviewed,us,us
2021-01-09T15:12:30.584Z,-25.0141,-179.2001,475.06,4.9,mb,,132,4.363,0.96,us,us6000d71x,2021-01-09T15:26:24.040Z,"south of the Fiji Islands",earthquake,9.7,11.3,0.102,30,reviewed,us,us
2021-01-09T15:00:57.957Z,9.6728,148.0991,10,4.8,mb,,69,5.016,1.31,us,us6000d724,2021-01-09T15:40:13.040Z,"State of Chuuk, Federated States of Micronesia",earthquake,7,1.9,0.066,72,reviewed,us,us
2021-01-09T12:28:13.260Z,-7.0921,129.4783,113.8,5,mww,,48,2.01,1.28,us,us6000d714,2021-01-09T12:45:53.040Z,"Kepulauan Babar, Indonesia",earthquake,5.9,7.4,0.093,11,reviewed,us,us
2021-01-09T11:35:52.817Z,24.7341,122.0312,71.07,4.8,mww,,26,0.54,0.84,us,us6000d70x,2021-01-10T14:38:20.534Z,"28 km E of Yilan, Taiwan",earthquake,5,5,0.098,10,reviewed,us,us
2021-01-09T08:23:01.606Z,-17.9343,-178.5181,578.93,5.2,mww,,97,3.271,0.78,us,us6000d6zw,2021-01-27T07:26:38.040Z,"229 km E of Levuka, Fiji",earthquake,11,6.7,0.098,10,reviewed,us,us
2021-01-09T05:36:33.842Z,37.8559,142.6165,34.87,4.6,mb,,134,3.167,0.54,us,us6000d6yj,2021-01-27T05:59:16.746Z,"131 km ESE of Ishinomaki, Japan",earthquake,8.4,5.7,0.098,31,reviewed,us,us
2021-01-09T03:33:33.935Z,16.8689,-101.6993,10,4.6,mb,,177,2.798,0.76,us,us6000d6xs,2021-01-09T03:53:45.040Z,"85 km SSW of Palos Blancos, Mexico",earthquake,9.5,1.9,0.032,295,reviewed,us,us
2021-01-09T01:39:39.169Z,-16.1755,167.9359,183.67,5.5,mww,,37,1.01,1.17,us,us6000d6xb,2021-01-10T01:42:55.261Z,"56 km E of Lakatoro, Vanuatu",earthquake,6.4,5.4,0.086,13,reviewed,us,us
2021-01-09T00:40:40.977Z,-23.6308,-66.8749,211.27,4.5,mb,,94,1.376,0.66,us,us6000d6x7,2021-01-09T23:16:32.040Z,"86 km NW of San Antonio de los Cobres, Argentina",earthquake,9.3,9.3,0.243,5,reviewed,us,us
2021-01-08T18:36:41.337Z,-17.6391,-172.4935,10,5,mww,,64,2.825,0.75,us,us6000d6tr,2021-01-13T15:25:41.040Z,"Tonga region",earthquake,8.4,1.8,0.098,10,reviewed,us,us
2021-01-08T16:49:57.642Z,-7.3316,120.2186,589.82,5.2,mww,,32,2.348,1.45,us,us6000d6sh,2021-01-09T18:36:52.040Z,"133 km NNE of Labuan Bajo, Indonesia",earthquake,9.5,5.1,0.089,12,reviewed,us,us
2021-01-08T16:24:40.731Z,51.9401,-170.8822,18.17,4.5,mb,,117,1.106,1.38,us,us6000d6sj,2021-01-21T18:41:40.108Z,"176 km SW of Nikolski, Alaska",earthquake,4.1,2.7,0.14,15,reviewed,us,us
2021-01-08T12:08:57.195Z,-17.2801,-173.4651,10,5,mb,,129,3.723,0.51,us,us6000d6pq,2021-01-08T12:34:59.040Z,"150 km SSE of Hihifo, Tonga",earthquake,5.9,1.9,0.075,57,reviewed,us,us
2021-01-08T11:41:58.880Z,-30.5461,-179.6466,337.53,5.2,mww,,31,1.976,0.73,us,us6000d6pl,2021-01-08T11:59:33.040Z,"Kermadec Islands region",earthquake,12.2,6.9,0.098,10,reviewed,us,us
2021-01-08T09:48:41.855Z,-55.6349,-28.6437,27.4,5.2,mb,,80,4.719,0.71,us,us6000d6p8,2021-01-08T10:08:45.040Z,"South Sandwich Islands region",earthquake,6.4,5.8,0.062,85,reviewed,us,us
2021-01-08T05:01:04.246Z,-20.7367,169.8821,113,6.1,mww,,37,1.88,0.69,us,us6000d6my,2021-01-20T06:28:13.630Z,"146 km SSE of Isangel, Vanuatu",earthquake,7.5,1.9,0.045,48,reviewed,us,us
2021-01-08T03:54:44.240Z,42.0648,81.0766,10,4.6,mb,,155,1.64,0.77,us,us7000d131,2021-01-20T23:47:33.040Z,"118 km NE of Aksu, China",earthquake,3.9,1.9,0.244,5,reviewed,us,us
2021-01-08T03:48:57.718Z,42.0946,81.1774,10,5,mb,,109,1.753,0.97,us,us6000d6mk,2021-01-08T04:07:45.040Z,"125 km NE of Aksu, China",earthquake,7.8,1.9,0.068,71,reviewed,us,us
2021-01-08T00:45:07.947Z,-10.3648,161.4039,93.94,4.8,mb,,73,1.704,0.91,us,us6000d6ll,2021-01-09T23:06:36.040Z,"57 km W of Kirakira, Solomon Islands",earthquake,10.1,7.9,0.071,62,reviewed,us,us
2021-01-08T00:28:49.782Z,-29.4779,-178.7021,224,6.3,mww,,22,0.713,1.19,us,us6000d6lg,2021-01-11T18:38:35.726Z,"Kermadec Islands, New Zealand",earthquake,8.1,1.9,0.043,51,reviewed,us,us
2021-01-07T23:52:59.184Z,-4.4085,-75.4105,53.04,4.6,mb,,69,4.018,0.73,us,us6000d6lb,2021-01-17T00:14:11.040Z,"95 km NNE of Lagunas, Peru",earthquake,8,8.5,0.053,105,reviewed,us,us
2021-01-07T21:27:36.252Z,-12.3616,167.0569,226.62,4.6,mb,,102,3.07,0.94,us,us6000d6kk,2021-01-17T00:08:06.040Z,"175 km NNW of Sola, Vanuatu",earthquake,11.9,5.9,0.068,65,reviewed,us,us
2021-01-07T21:16:48.873Z,47.8779,153.5467,67.94,4.5,mb,,204,5.867,0.73,us,us6000d6kg,2021-01-16T23:59:14.040Z,"Kuril Islands",earthquake,15.9,12.3,0.111,24,reviewed,us,us
2021-01-07T13:53:03.003Z,-15.0995,-173.4204,39.81,4.5,mb,,87,1.979,1.3,us,us7000d0dp,2021-01-16T17:21:52.040Z,"102 km NNE of Hihifo, Tonga",earthquake,10.9,8.2,0.14,15,reviewed,us,us
2021-01-07T09:17:13.233Z,46.8984,-27.2173,10,4.8,mb,,51,9.214,0.52,us,us6000d6dm,2021-01-07T09:49:54.040Z,"northern Mid-Atlantic Ridge",earthquake,9.6,1.9,0.04,199,reviewed,us,us
2021-01-07T07:26:50.316Z,-42.6393,-82.6443,10,5.2,mww,,186,6.614,0.75,us,us6000d6cy,2021-01-07T14:54:54.040Z,"West Chile Rise",earthquake,10.5,1.9,0.098,10,reviewed,us,us
2021-01-07T06:28:32.237Z,-57.4361,-25.0716,35,4.6,mb,,69,7.158,0.58,us,us7000d0dg,2021-01-31T13:38:13.040Z,"South Sandwich Islands region",earthquake,8.3,1.9,0.105,27,reviewed,us,us
2021-01-07T04:37:35.909Z,6.8167,-73.0503,149.56,4.6,mb,,40,0.918,0.95,us,us6000d6cd,2021-01-22T04:38:26.040Z,"northern Colombia",earthquake,5.8,5.4,0.032,287,reviewed,us,us
2021-01-07T02:49:03.029Z,-58.8365,-25.4808,35,4.7,mb,,68,9.885,0.63,us,us7000d0dc,2021-01-22T04:13:57.040Z,"South Sandwich Islands region",earthquake,6.6,1.9,0.118,22,reviewed,us,us
2021-01-07T01:27:31.280Z,6.3819,94.2415,78.43,5,mb,,49,2.925,0.75,us,us6000d6bs,2021-01-22T04:31:19.352Z,"130 km WNW of Sabang, Indonesia",earthquake,8.7,5,0.073,59,reviewed,us,us
2021-01-07T00:04:52.088Z,-7.0262,155.9677,10,4.5,mb,,99,4.611,0.71,us,us7000d0d8,2021-01-18T23:48:15.040Z,"94 km SE of Panguna, Papua New Guinea",earthquake,9,1.8,0.115,22,reviewed,us,us
2021-01-06T21:47:45.765Z,-17.7809,-178.6939,537.32,5,mb,,42,3.1,0.84,us,us6000d6ah,2021-01-17T03:22:06.040Z,"213 km E of Levuka, Fiji",earthquake,10,6.3,0.045,159,reviewed,us,us
2021-01-06T20:59:34.318Z,0.0661,122.9532,148,6.1,mww,,13,1.115,1.2,us,us6000d69r,2021-01-15T18:34:39.379Z,"53 km SSW of Gorontalo, Indonesia",earthquake,6.7,1.8,0.039,63,reviewed,us,us
2021-01-06T19:18:59.653Z,-26.5568,67.7027,10,4.7,mb,,64,20.527,0.55,us,us7000d0bq,2021-01-15T19:01:53.040Z,"Indian Ocean Triple Junction",earthquake,6.1,1.8,0.094,34,reviewed,us,us
2021-01-06T19:13:29.760Z,39.8411,143.3322,26.75,4.9,mb,,135,1.975,0.75,us,us6000d68y,2021-01-15T18:10:08.040Z,"121 km E of Miyako, Japan",earthquake,8.1,4.9,0.071,62,reviewed,us,us
2021-01-06T18:29:56.675Z,51.2221,-179.1775,32.58,4.5,mb,,210,0.641,0.95,us,us7000d0bp,2021-01-20T21:28:41.810Z,"190 km WSW of Adak, Alaska",earthquake,6.1,9.9,0.128,18,reviewed,us,us
2021-01-06T18:18:38.814Z,-28.9641,-177.3688,69.77,4.9,mb,,123,0.564,0.64,us,us6000d67n,2021-01-15T17:57:39.040Z,"Kermadec Islands region",earthquake,11.8,5.8,0.11,27,reviewed,us,us
2021-01-06T17:28:35.454Z,-4.381,102.694,61.04,5.5,mww,,27,0.261,1.11,us,us6000d672,2021-01-15T18:54:08.158Z,"72 km WSW of Pagar Alam, Indonesia",earthquake,7.6,3.4,0.098,10,reviewed,us,us
2021-01-06T17:01:43.684Z,45.4319,16.2428,10,4.7,mwr,,17,0.954,0.73,us,us6000d66s,2021-01-18T14:49:53.310Z,"3 km W of Petrinja, Croatia",earthquake,4.1,1.8,0.041,57,reviewed,us,us
2021-01-06T16:52:16.717Z,-7.0585,155.7921,44,5.8,mww,,11,4.599,0.93,us,us6000d66r,2021-01-19T01:09:33.184Z,"88 km SSE of Panguna, Papua New Guinea",earthquake,8.3,1.9,0.054,33,reviewed,us,us
2021-01-06T16:38:40.941Z,-19.5308,-69.2288,101.36,4.8,mwr,,71,0.14,0.92,us,us6000d66l,2021-01-19T01:00:42.759Z,"122 km NE of Iquique, Chile",earthquake,5.5,3.6,0.053,34,reviewed,us,us
2021-01-06T16:17:46.982Z,-28.8087,-177.1128,35,4.9,mb,,104,0.836,1.1,us,us6000d66j,2021-01-19T00:56:44.040Z,"Kermadec Islands region",earthquake,8.9,1.9,0.102,30,reviewed,us,us
2021-01-06T15:44:33.066Z,8.941,126.5075,40.1,4.5,mb,,127,2.074,0.84,us,us7000d0bm,2021-01-19T00:53:59.040Z,"22 km ENE of Aras-asan, Philippines",earthquake,10.5,8.6,0.124,19,reviewed,us,us
2021-01-06T11:26:42.626Z,-23.0958,-66.4782,212.21,4.6,mb,,45,1.573,0.88,us,us6000d643,2021-01-31T06:38:50.040Z,"82 km W of El Aguilar, Argentina",earthquake,6.9,8.5,0.111,24,reviewed,us,us
2021-01-06T09:21:10.772Z,27.2494,-44.372,10,4.5,mb,,131,21.881,0.2,us,us7000d0bk,2021-01-30T13:07:26.040Z,"northern Mid-Atlantic Ridge",earthquake,14.6,1.9,0.139,16,reviewed,us,us
2021-01-06T06:20:32.613Z,-29.0707,-176.8993,26.12,6.2,mww,,111,0.917,1.24,us,us6000d5zz,2021-01-07T06:23:46.855Z,"Kermadec Islands region",earthquake,8.9,4.9,0.083,14,reviewed,us,us
2021-01-06T03:23:07.839Z,32.6042,141.6235,10,4.8,mb,,72,1.631,0.78,us,us6000d5za,2021-01-22T03:06:45.040Z,"Izu Islands, Japan region",earthquake,7.7,1.8,0.098,32,reviewed,us,us
2021-01-06T02:30:54.702Z,-22.5438,-12.265,10,4.7,mb,,70,27.094,0.46,us,us6000d5z3,2021-01-16T06:14:53.040Z,"southern Mid-Atlantic Ridge",earthquake,13.5,1.9,0.108,26,reviewed,us,us
2021-01-06T00:25:49.522Z,51.2234,178.8881,35,4.6,mb,,83,1.477,1.02,us,us6000d5xv,2021-01-20T23:32:21.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.5,2,0.045,143,reviewed,us,us
2021-01-05T22:00:02.821Z,-31.6873,-70.2204,101.39,4.6,mwr,,65,0.733,0.79,us,us6000d5x0,2021-01-18T23:11:24.921Z,"71 km E of Salamanca, Chile",earthquake,5,2.6,0.045,47,reviewed,us,us
2021-01-05T17:31:48.617Z,-6.9662,147.8878,75.54,4.5,mb,,58,2.527,0.62,us,us6000d5ug,2021-01-06T22:43:34.040Z,"45 km S of Finschhafen, Papua New Guinea",earthquake,4.8,7.3,0.064,84,reviewed,us,us
2021-01-05T14:34:36.581Z,-30.6212,-177.8417,20.31,4.7,mb,,116,1.373,0.63,us,us7000d09n,2021-01-17T19:10:44.040Z,"Kermadec Islands, New Zealand",earthquake,10.2,5.9,0.159,14,reviewed,us,us
2021-01-05T13:22:11.957Z,-35.3165,-105.3368,9.36,4.8,mb,,128,8.851,0.86,us,us7000d09l,2021-01-17T17:47:21.040Z,"southern East Pacific Rise",earthquake,13,4.4,0.139,18,reviewed,us,us
2021-01-05T11:56:18.094Z,-10.4267,123.8207,10,5.1,mb,,71,0.799,0.63,us,us6000d5r8,2021-01-25T08:59:13.040Z,"36 km SE of Kupang, Indonesia",earthquake,6.2,1.9,0.095,36,reviewed,us,us
2021-01-05T03:43:54.379Z,-38.572,178.0098,75.81,4.6,mb,,75,0.772,0.81,us,us6000d5np,2021-01-22T00:30:33.993Z,"9 km N of Gisborne, New Zealand",earthquake,5.3,6.8,0.181,9,reviewed,us,us
2021-01-05T03:11:54.696Z,-14.408,167.3276,175.12,4.9,mb,,41,1.04,0.91,us,us6000d5nl,2021-01-22T00:24:52.040Z,"63 km SSW of Sola, Vanuatu",earthquake,7.1,4.1,0.062,81,reviewed,us,us
2021-01-05T02:16:21.501Z,32.394,141.2047,35,4.5,mb,,101,4.525,0.68,us,us7000d09x,2021-01-21T02:44:56.040Z,"Izu Islands, Japan region",earthquake,7.1,2,0.172,10,reviewed,us,us
2021-01-05T00:55:08.575Z,8.2719,-82.8748,10,4.7,mwr,,62,0.461,1.28,us,us6000d5mw,2021-01-16T23:53:13.739Z,"1 km WSW of Puerto Armuelles, Panama",earthquake,6.3,1.8,0.08,15,reviewed,us,us
2021-01-04T23:02:44.963Z,-25.2277,-179.9002,516.57,4.5,mb,,98,4.369,0.46,us,us6000d5m8,2021-01-04T23:21:20.040Z,"south of the Fiji Islands",earthquake,14,15.7,0.171,10,reviewed,us,us
2021-01-04T22:55:46.223Z,-24.5317,-179.9681,486.24,4.5,mb,,156,5.035,0.75,us,us6000d89q,2021-01-15T02:51:45.040Z,"south of the Fiji Islands",earthquake,12.1,10.2,0.124,19,reviewed,us,us
2021-01-04T19:44:53.139Z,-17.2356,-64.431,59.85,4.5,mb,,79,3.667,0.71,us,us6000d5jc,2021-01-12T14:15:38.040Z,"66 km WNW of Villa Yapacaní, Bolivia",earthquake,8.9,10.1,0.113,23,reviewed,us,us
2021-01-04T15:54:59.134Z,13.5768,144.543,120.04,4.6,mb,,119,0.316,0.28,us,us6000d89n,2021-01-14T14:55:33.040Z,"20 km NW of Piti Village, Guam",earthquake,14.7,8.4,0.245,5,reviewed,us,us
2021-01-04T15:06:30.330Z,-39.2886,-74.8965,10,4.9,mb,,101,1.28,0.67,us,us6000d5gc,2021-01-14T14:37:04.040Z,"142 km WNW of Corral, Chile",earthquake,6.4,1.8,0.057,95,reviewed,us,us
2021-01-04T14:38:51.112Z,73.1244,6.4873,10,4.8,mb,,73,5.63,0.7,us,us6000d5g6,2021-01-14T14:22:36.040Z,"Greenland Sea",earthquake,7.4,1.8,0.063,77,reviewed,us,us
2021-01-04T12:16:14.836Z,-57.0495,-26.8527,142.94,5.6,mww,,66,6.115,0.84,us,us6000d5es,2021-01-05T12:19:51.020Z,"South Sandwich Islands region",earthquake,10.8,6.2,0.093,11,reviewed,us,us
2021-01-04T08:54:01.512Z,8.0386,-39.194,10,4.9,mb,,80,13.675,0.68,us,us6000d5e0,2021-01-04T09:24:36.040Z,"central Mid-Atlantic Ridge",earthquake,11.6,1.9,0.044,161,reviewed,us,us
2021-01-04T08:37:47.526Z,67.8835,-19.1197,10,4.7,mb,,39,2.801,0.53,us,us6000d5dx,2021-01-04T09:52:16.040Z,"193 km N of Siglufjörður, Iceland",earthquake,3.1,1.8,0.042,174,reviewed,us,us
2021-01-04T06:39:59.950Z,-55.5145,-27.0075,10,4.7,mb,,114,5.608,0.31,us,us6000d89h,2021-01-24T11:05:17.040Z,"South Sandwich Islands region",earthquake,11.7,1.9,0.112,24,reviewed,us,us
2021-01-04T02:58:29.611Z,29.4293,104.0285,10,5,mb,,57,4.822,0.64,us,us6000d5cl,2021-01-18T22:31:15.175Z,"4 km N of Luocheng, China",earthquake,6.7,1.8,0.065,75,reviewed,us,us
2021-01-04T00:23:19.748Z,-19.7552,-69.5327,98.57,4.8,mb,,55,0.116,0.77,us,us6000d5c5,2021-01-04T16:56:13.727Z,"82 km NE of Iquique, Chile",earthquake,5,4.5,0.095,34,reviewed,us,us
2021-01-04T00:05:10.096Z,13.1674,122.2262,10,4.5,mb,,132,14.128,0.87,us,us6000d899,2021-01-17T03:25:10.040Z,"22 km SE of Torrijos, Philippines",earthquake,15.2,1.9,0.118,21,reviewed,us,us
2021-01-03T21:53:35.455Z,-2.7349,122.1901,10,4.5,mb,,61,1.779,0.93,us,us6000d5bq,2021-01-21T00:26:54.040Z,"142 km NNW of Kendari, Indonesia",earthquake,7,1.9,0.118,21,reviewed,us,us
2021-01-03T21:26:59.384Z,-31.9948,-178.2952,35,4.5,mb,,173,2.759,0.84,us,us6000d815,2021-01-20T23:43:54.040Z,"Kermadec Islands region",earthquake,10.5,2,0.131,17,reviewed,us,us
2021-01-03T21:15:33.994Z,-35.3049,-104.8453,10,4.9,mb,,51,9.011,0.89,us,us6000d5bv,2021-01-21T00:30:51.040Z,"southeast of Easter Island",earthquake,12.7,1.8,0.088,41,reviewed,us,us
2021-01-03T19:13:57.905Z,-2.7634,122.2431,10,5,mww,,48,1.789,1.23,us,us6000d5aj,2021-01-03T19:33:09.040Z,"137 km NNW of Kendari, Indonesia",earthquake,4.4,1.8,0.093,11,reviewed,us,us
2021-01-03T18:57:23.209Z,-50.8373,131.3262,10,4.5,mb,,135,20.097,1.25,us,us6000d812,2021-01-16T17:39:12.040Z,"western Indian-Antarctic Ridge",earthquake,13.7,2,0.15,13,reviewed,us,us
2021-01-03T13:22:21.983Z,13.3416,-90.8009,41.94,4.7,mb,,139,1.461,0.59,us,us6000d593,2021-01-13T15:47:13.040Z,"64 km S of Puerto San José, Guatemala",earthquake,7.6,6.7,0.044,154,reviewed,us,us
2021-01-03T13:20:21.441Z,-30.8511,-71.3552,37.61,4.5,mb,,131,0.298,0.75,us,us6000d591,2021-01-03T14:24:29.040Z,"31 km SSW of Ovalle, Chile",earthquake,4.9,6.9,0.204,11,reviewed,us,us
2021-01-03T12:45:29.909Z,7.3832,127.1691,10,4.7,mb,,123,1.608,0.84,us,us6000d81c,2021-01-17T12:53:30.040Z,"65 km E of Baculin, Philippines",earthquake,5.2,1.9,0.126,19,reviewed,us,us
2021-01-03T12:38:48.930Z,51.2327,-179.8028,21,6.1,mww,,52,2.052,0.64,us,us6000d58t,2021-01-31T12:48:51.018Z,"231 km WSW of Adak, Alaska",earthquake,5.5,1.9,0.046,46,reviewed,us,us
2021-01-03T11:52:59.498Z,13.2919,-90.8542,47.75,4.8,mb,,143,1.472,0.68,us,us6000d58i,2021-01-17T12:20:16.040Z,"70 km S of Puerto San José, Guatemala",earthquake,7.9,8.7,0.067,68,reviewed,us,us
2021-01-03T10:14:25.206Z,-7.1469,-80.5385,41.55,4.5,mb,,123,4.821,0.91,us,us6000d584,2021-01-17T12:14:34.040Z,"75 km WSW of Pimentel, Peru",earthquake,6.5,7.9,0.128,18,reviewed,us,us
2021-01-03T09:21:05.045Z,-25.2563,178.6652,595.64,4.5,mb,,103,4.997,0.57,us,us6000d580,2021-01-17T12:09:32.040Z,"south of the Fiji Islands",earthquake,13.7,9.8,0.115,23,reviewed,us,us
2021-01-03T08:45:03.419Z,57.6374,-153.9182,59.6,4.9,ml,,,,0.91,ak,ak02153n5s1,2021-01-30T12:03:41.040Z,"11 km NNE of Larsen Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-01-03T06:42:29.935Z,25.8779,128.5508,10,5,mww,,64,0.986,0.4,us,us6000d563,2021-01-30T07:23:47.185Z,"84 km SE of Katsuren-haebaru, Japan",earthquake,5.7,1.9,0.098,10,reviewed,us,us
2021-01-03T06:11:43.698Z,25.817,128.5092,10,4.5,mb,,84,1.036,0.59,us,us6000d80t,2021-01-30T07:20:19.040Z,"85 km SE of Katsuren-haebaru, Japan",earthquake,6.4,1.9,0.135,16,reviewed,us,us
